text,class
when a 14-year-old girl was pulled from her home dragged to a nearby forest and raped police revealed the assault was ordered by the head of her village. for people in this community finding justice is a huge challenge,CNN
see polar bears up close like youve never seen them before,Animal Planet
nearly 30 of parents in the united states cannot afford diapers which can cost up to 100 every month per baby. and it is an expense not covered by food stamps,CNN
have a bad case of the mondays take a break and test yourself with a puppy puzzle,Animal Planet
see just how far pets can push their owners and still get unconditional love,Animal Planet
recipe of the day easy grilled pork chops,Food Network
hillary clinton is going to have her hands full next summer,CNN
pumpkin pie from scratch via nancy fuller save her thanksgiving recipe,Food Network
the only way you can make pie better is to stack it on a milkshake,Food Network
you say you want to make america great again but we all know what that really means.rapper mac miller slammed donald j. trump on the nightly show with larry wilmore,CNN
icymi keep your plumber away and your disposal running smoothly with our help,Food Network
recipe of the day the easy glaze to gussy up your ham,Food Network
are you surprised by what he said heres the officers account,CNN
this cutie is one of the few cat breeds in the world that developed over time with no help from humans. guess who,Animal Planet
lets be honest -- these are the highlights we want to see on sundays,Animal Planet
weeks after a former student accused her of sexual abuse in a youtube video deputies have arrested andrea michelle cardosa,CNN
is this a fair fight,Animal Planet
gorgeous and low maintenance,Animal Planet
how could anyone leave this pup behind,Animal Planet
the release of more than 8000 emails came after wikileaks released more than 50000 emails stolen from the account of john podesta hillary clintons campaign chairman,CNN
these healthy garlic mashed potatoes have a secret... they include zero potatoes,Food Network
not just for burgers and hot dogs the grill can add a smoky flavor to lettuces as well. guy quickly chars romaine then tops it with a bacon-balsamic dressing and crumbled blue cheese,Food Network
theyre loving life now,Animal Planet
nasa has reestablished contact with its new horizons spacecraft after a planned communications blackout. pluto plutoflyby,CNN
it may have only been rock n roll -- but cubans seemed to like it,CNN
these potentially habitable worlds are said to be orbiting ultracool dwarf star trappist-1 located 40 light-years away,CNN
sharks are coming to cake wars,Food Network
part salty part sweet and completely foolproof.more top recipes from trisha yearwood,Food Network
presidents have a right to do things in their spare time says kellyanne conway,CNN
pull up a chair its time for eggs 101,Food Network
after some maintenance our puppy cam is back online with new puppies looking for their forever homes,Animal Planet
icymi you cant go wrong with inas crunchy noodle salad,Food Network
pet owners would you consider using this app,CNN
driving while stoned may be as dangerous as driving drunk,CNN
dogbreedoftheday - the dachshund did you know that hot dogs were named after dachshunds and used to be called dachshund sausages,Animal Planet
president barack obama says no just god would stand for the isis beheading of journalist james foley,CNN
did you watch the vmas last years chief twerker chose a higher path this year. miley cyrus poignant moment dominated until someone else stole the show,CNN
their anatomy suggests they went from being omnivores to being solely plant-eating herbivores,CNN
welcome to  co-stars pregnancy club actors keri russell and matthew rhys,CNN
you dont have to be a royal to enjoy a king charles,Animal Planet
the debate between van jones and jeffrey lord over donald j. trump and the kkk was a microcosm of a national discussion,CNN
see where the magic happens,Food Network
booking a flight cnn money tells you what day to leave on for big savings.,CNN
this could be the future of human medicine,Animal Planet
its pretty amazing. a service dog who leaped between his owner and an oncoming bus is now recovering. meet figo an 8-year-old golden retriever,CNN
dive into the ocean if you dare,Animal Planet
yas queen,Animal Planet
at least 7 people were killed in the amtrak188 train crash. here is what we know about them,CNN
kick off your party with barbecue shrimp dip or another fan-fave,Food Network
this is so fitting,CNN
unwind from the work week with americas top icy cocktails,Food Network
still no sign of the boy despite efforts by a 200-strong rescue team,CNN
after more than two years under isis control residents of this town got to celebrate christmas again,CNN
this wasnt an ordinary trip to the beach for jeremy,Animal Planet
